Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202206671;26/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6592;RUA PADRE LEANDRO CAMELO;BOA VIAGEM;190;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa contínua;;
202206673;26/03/2022;;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA MARQUES AMORIM;234;RUA VISCONDE DE GOIANA;BOA VISTA;;CIDADE;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;;Não existe;;
202206675;26/03/2022;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA MANUEL DE MEDEIROS;S/N;;DOIS IRMÃOS;224;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Chuvoso;Sem defeito;Incompleta;Molhada;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa seccionada;;
202206686;26/03/2022;;COM VÍTIMA;FINALIZADA;TORRE;RUA JOSE BONIFACIO;1143;RUA MARCOS ANDRE;TORRE;487;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
202206716;26/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4599;RUA DOM JOSE LOPES;BOA VIAGEM;;CIDADE;COLISÃO TRANSVERSAL;0;1;0;0;0;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;Única;Faixa seccionada;;
202206750;27/03/2022;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV ESTANCIA;80;RUA MORAIS E SILVA;ESTÂNCIA;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202206771;28/03/2022;;COM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;963A;RUA SIMPLICIO MENDES;DOIS UNIDOS;;SUBURBIO;CHOQUE;1;0;0;0;0;1;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Incompleta;Molhada;Mal conservada;Não existe;Outras;;Dupla;Faixa seccionada;;
202206772;28/03/2022;;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA JACIRA;151;RUA CINCO DE NOVEMBRO;AFOGADOS;;SUBURBIO;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202206815;28/03/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO CARDOSO AIRES;647;;BOA VIAGEM;;;PROTESTO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202206817;28/03/2022;;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;RUA AMARO COUTINHO;380;RUA PROFESSOR OTAVIO DE FREITAS;ENCRUZILHADA;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202206841;28/03/2022;;COM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;603;;TORRÕES;;CIDADE;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
202206852;28/03/2022;;COM VÍTIMA;FINALIZADA;BARRO;RUA AMADOR ARAUJO;135;RUA DA ESPERANCA;BARRO;;;COLISÃO TRANSVERSAL;0;2;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;;;
202206895;29/03/2022;;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;CASA AMARELA;;;COLISÃO TRASEIRA;1;1;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;
202206896;29/03/2022;;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;1303;;ARRUDA;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
202206903;29/03/2022;;COM VÍTIMA;FINALIZADA;IBURA;LAD DA COHAB;42;;IBURA;;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Ilegível;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202206913;29/03/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA COELHO LEITE;570;;SANTO AMARO;;SUBURBIO;CHOQUE;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;;;;;Dupla;Não existe;;
202206915;29/03/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;616;RUA GONCALVES DE MAGALHAES;IPSEP;393;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-4a;;Dupla;Faixa contínua;;
202206921;29/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;1274;;BOA VIAGEM;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;Faixa seccionada;
202206942;29/03/2022;;SEM VÍTIMA;FINALIZADA;IBURA;RUA MARECHAL TAUMATURGO;346;;IBURA;;CIDADE;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202206950;29/03/2022;;SEM VÍTIMA;DUPLICIDADE;IBURA;RUA MARECHAL TAUMATURGO;;;IBURA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202206961;29/03/2022;;COM VÍTIMA;FINALIZADA;IPSEP;RUA POTENGI;87;RUA ARARAQUARA;IPSEP;;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202206974;30/03/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;AV FERNANDO SIMOES BARBOSA;BOA VIAGEM;;;COLISÃO TRANSVERSAL;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202206984;30/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6732;RUA BRIGADEIRO CYRO;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202206996;30/03/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;SANTO AMARO;;SUBURBIO;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
202207005;30/03/2022;;SEM VÍTIMA;FINALIZADA;AREIAS;RUA JOSE NATARIO;;;AREIAS;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
202207028;30/03/2022;;COM VÍTIMA;FINALIZADA;ILHA DO LEITE;RUA ESTADO DE ISRAEL;205;RUA JORNALISTA TRAJANO CHACON;ILHA DO LEITE;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
202207045;30/03/2022;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;2993;;TEJIPIÓ;;;COLISÃO LATERAL;2;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
202207057;30/03/2022;;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;;SANTO ANTÔNIO;194;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;30 km/h;Única;;;
202207099;31/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;;BOA VIAGEM;;SUBURBIO;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;50 km/h;Única;Faixa seccionada;;
202207151;31/03/2022;;COM VÍTIMA;FINALIZADA;PINA;RUA MANOEL DE BRITO;711;AV CONSUL JOSEPH NOUJAIM;PINA;659;SUBURBIO;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
202207161;31/03/2022;;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;IMBIRIBEIRA;;;QUEDA;0;0;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
202207166;31/03/2022;;COM VÍTIMA;CANCELADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;BOA VIAGEM;;;CAPOTAMENTO;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202207167;31/03/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA GENERAL GOES MONTEIRO;;RUA CONEGO LIRA;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202207170;01/04/2022;;COM VÍTIMA;CANCELADA;AREIAS;AV RECIFE;;;AREIAS;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;
202207173;01/04/2022;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;PRC GENERAL ABREU E LIMA;SANTO AMARO;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202207185;01/04/2022;;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;RUA MEM DE SA;ARRUDA;63;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa contínua;;
202207196;01/04/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;1327;;VÁRZEA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202207234;01/04/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA DUQUE ESTRADA;110;;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202207239;01/04/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOSE MARIA DE MIRANDA;300;AVENIDA CELSO FURTADO (VIA MANGUE);BOA VIAGEM;;CIDADE;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202207253;01/04/2022;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;;;TEJIPIÓ;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202207254;01/04/2022;;COM VÍTIMA;FINALIZADA;ESPINHEIRO;AV JOAO DE BARROS;1769;;ESPINHEIRO;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-25b;;Única;Faixa contínua;;
202207256;01/04/2022;;COM VÍTIMA;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;250;RUA SETE DE SETEMBRO;BOA VISTA;486;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;R-19;40 km/h;Dupla;Canteiro central;;
202207257;01/04/2022;;COM VÍTIMA;FINALIZADA;ILHA DO LEITE;RUA DAS FRONTEIRAS;127;;ILHA DO LEITE;;;CHOQUE;1;0;0;0;0;0;0;0;0;1;0;Outros;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;
202207264;01/04/2022;;COM VÍTIMA;FINALIZADA;BARRO;AV CENTRAL;;;BARRO;;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;20 km/h;Única;Faixa seccionada;;
202207334;02/04/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;1349;RUA DONA ANA AURORA;AREIAS;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;R-6a;60 km/h;Dupla;Faixa contínua;Faixa seccionada;
202207344;02/04/2022;;COM VÍTIMA;FINALIZADA;MADALENA;RUA CARLOS GOMES;;RUA HERCULES FLORENCE;MADALENA;;;COLISÃO LATERAL;1;0;0;0;0;1;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;;Faixa seccionada;;
202207346;02/04/2022;;SEM VÍTIMA;FINALIZADA;CASA FORTE;RUA DR JOAO SANTOS FILHO;;;CASA FORTE;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202207351;02/04/2022;;COM VÍTIMA;FINALIZADA;TORRÕES;RUA DR MIGUEL VIEIRA FERREIRA;375;;TORRÕES;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202207357;02/04/2022;;SEM VÍTIMA;FINALIZADA;JORDÃO;RUA ALBERTO LUNDGREN;450;;JORDÃO;;CIDADE;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202207416;03/04/2022;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;;ILHA JOANA BEZERRA;;SUBURBIO;CHOQUE;0;1;0;0;0;0;0;0;0;2;0;Viaduto;Bom;Não existe;Não existente;Seca;Perfeito estado;;Não há placas;60 km/h;Dupla;Outros;;
202207430;04/04/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;758;RUA CAPITAO ESTEVAO FERNANDES;AREIAS;85;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;Canteiro central;
202207460;04/04/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2100;;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRASEIRA;2;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;Canteiro central;
202207469;04/04/2022;;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV RIO BRANCO;;CAIS DO APOLO;BAIRRO DO RECIFE;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202207482;04/04/2022;;VÍTIMA FATAL;FINALIZADA;IMBIRIBEIRA;AV SUL;;;IMBIRIBEIRA;;;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;0;1;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202207484;04/04/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;RUA BOM PASTOR;335;;IPUTINGA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;R-6a;40 km/h;Dupla;Não existe;;
202207504;04/04/2022;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;321;RUA ANDRE VIEIRA DE MELO;ESTÂNCIA;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa contínua;;
202207509;05/04/2022;;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV GUARARAPES;;RUA DO SOL;SANTO ANTÔNIO;;;COLISÃO TRANSVERSAL;1;0;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
202207529;05/04/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;457;;SÃO JOSÉ;;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202207531;05/04/2022;;COM VÍTIMA;FINALIZADA;PARNAMIRIM;AV DEZESSETE DE AGOSTO;121;;PARNAMIRIM;;SUBURBIO;CHOQUE;2;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa contínua;;
202207534;05/04/2022;;COM VÍTIMA;FINALIZADA;GRAÇAS;AV CONS ROSA E SILVA;215;;GRAÇAS;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;2;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Única;Faixa seccionada;;
202207552;05/04/2022;;COM VÍTIMA;CANCELADA;AREIAS;AV RECIFE;194;;AREIAS;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202207553;05/04/2022;;COM VÍTIMA;FINALIZADA;BONGI;RUA DONA MARIA AUGUSTA NOGUEIRA;341;RUA DELMIRO GOUVEIA;BONGI;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;
202207554;05/04/2022;;COM VÍTIMA;CANCELADA;CASA AMARELA;RUA DA HARMONIA;566;;CASA AMARELA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202207557;05/04/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2284;RUA DONA BENVINDA DE FARIAS;BOA VIAGEM;139;SUBURBIO;COLISÃO TRASEIRA;1;0;0;0;0;1;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Canteiro central;;
202207571;05/04/2022;;SEM VÍTIMA;FINALIZADA;PINA;AV BOA VIAGEM;;;PINA;117;CIDADE;;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa contínua;;
202207572;05/04/2022;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;;SAN MARTIN;;SUBURBIO;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;1;0;Rotatória;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Outros;;
202207608;06/04/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;PRC DO DERBY;DERBY;75;BOA VIAGEM;COLISÃO TRASEIRA;0;1;0;0;0;1;0;0;0;1;0;Longo da via;Bom;Intermitente;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-4a;60 km/h;Dupla;Faixa seccionada;;
202207610;06/04/2022;;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;MACAXEIRA;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202207659;06/04/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PEDRO BERGAMO;109;;BOA VIAGEM;;;;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202207672;06/04/2022;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;;;ESTÂNCIA;;;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
202207680;06/04/2022;;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;932;;LINHA DO TIRO;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Ilegível;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202207688;06/04/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;3067;;BOA VIAGEM;145;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;Canteiro central;
202207719;07/04/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;139;RUA CAMBOIM;BOA VIAGEM;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Faixa contínua;;
202207724;07/04/2022;;COM VÍTIMA;FINALIZADA;TORRE;RUA PROFESSOR TRAJANO DE MENDONCA;320;;TORRE;;CIDADE;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Faixa seccionada;;
202207734;07/04/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;;;CORDEIRO;80;SUBURBIO;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
202207743;07/04/2022;;SEM VÍTIMA;FINALIZADA;;AV GOVERNADOR AGAMENON MAGALHAES;;;;69;SUBURBIO;;0;0;0;0;0;0;1;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa seccionada;;
202207747;07/04/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;IMBIRIBEIRA;530;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
202207766;07/04/2022;;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;VDO PAPA JOAO PAULO II;;;JOANA BEZERRA;;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;1;0;0;0;1;0;Viaduto;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202207771;07/04/2022;;COM VÍTIMA;FINALIZADA;AREIAS;RUA IPOJUCA;273;RUA CARUARU;AREIAS;;SUBURBIO;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;
202207806;08/04/2022;;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA JOSE DA SILVA LUCENA;241;RUA SARGENTO SILVINO DE MACEDO;IMBIRIBEIRA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;0;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Não existe;;
202207819;08/04/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV TENENTE FELIPE BANDEIRA DE MELO;119;;AREIAS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202207822;08/04/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;AREIAS;;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Viaduto;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;Canteiro central;
