Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202214574;26/06/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;215;RUA CORONEL ALFREDO DUARTE;AFOGADOS;430;SUBURBIO;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
202214576;27/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;1200;;SANTO AMARO;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202214579;27/06/2022;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA DE APIPUCOS;223;;DOIS IRMÃOS;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
202214586;27/06/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;257;RUA ODETE MONTEIRO;CORDEIRO;589;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Com defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
202214589;27/06/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;885;;AREIAS;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;50 km/h;Dupla;Faixa contínua;;
202214591;27/06/2022;;COM VÍTIMA;FINALIZADA;JIQUIÁ;AV DR JOSE RUFINO;2181;;JIQUIÁ;;CIDADE;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa seccionada;;
202214595;27/06/2022;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;860;;ESTÂNCIA;;;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;
202214596;27/06/2022;;VÍTIMA FATAL;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;680;RUA VICENCIA;BOA VIAGEM;;CIDADE;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;0;1;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202214607;27/06/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DR NYLO DORNELLAS CAMARA;;;BOA VIAGEM;;CIDADE;TOMBAMENTO;0;1;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Outras;30 km/h;Única;Não existe;;
202214615;27/06/2022;;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;7819;;MACAXEIRA;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;3;0;Longo da via;Bom;Não existe;;Seca;Mal conservada;Outros;Outras;;Dupla;Canteiro central;;
202214616;27/06/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;418;;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202214651;27/06/2022;;COM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;2475;;FUNDÃO;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
202214667;27/06/2022;;COM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;372;RUA FELICIANO GOMES;DERBY;;SUBURBIO;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;;Perfeito estado;Molhada;Perfeito estado;Não existe;;;Dupla;Não existe;;
202214672;27/06/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV MAURICIO DE NASSAU;433;;IPUTINGA;;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202214724;28/06/2022;;COM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;;DERBY;75;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6c;;Única;Faixa seccionada;;
202214736;28/06/2022;;SEM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;RUA JENER DE SOUZA;DERBY;678;SUBURBIO;;1;0;0;0;0;1;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;
202214746;28/06/2022;;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DOIS IRMAOS;;;APIPUCOS;;;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
202214750;28/06/2022;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;AV DES GUERRA BARRETO;;VIADUTO CAPITAO TEMUDO;ILHA JOANA BEZERRA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Mal conservada;Não existe;Não há placas;;Única;Não existe;;
202214764;28/06/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;4632;;BOA VIAGEM;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202214793;29/06/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;
202214807;29/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;VIADUTO CAPITAO TEMUDO;;AV GOVERNADOR AGAMENON MAGALHAES;SANTO AMARO;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa seccionada;Canteiro central;Blocos
202214810;29/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;SANTO AMARO;344;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa contínua;;
202214839;29/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;SANTO AMARO;457;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;1;0;0;0;2;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
202214849;29/06/2022;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA PRINCESA IZABEL;;RUA DA SAUDADE;BOA VISTA;168;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
202214850;29/06/2022;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;;SAN MARTIN;371;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;30 km/h;;Faixa seccionada;;
202214902;30/06/2022;;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;2809;AV MARECHAL MASCARENHAS DE MORAES;IMBIRIBEIRA;225;SUBURBIO;;1;0;0;0;0;0;1;0;0;0;0;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;;;40 km/h;Única;Não existe;;
202214911;30/06/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;AFOGADOS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202214912;30/06/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV RUI BARBOSA;;AV GOVERNADOR AGAMENON MAGALHAES;DERBY;37;SUBURBIO;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Única;Canteiro central;;
202214918;30/06/2022;;VÍTIMA FATAL;FINALIZADA;ESPINHEIRO;RUA SANTO ELIAS;;RUA DA HORA;ESPINHEIRO;;CIDADE;CHOQUE;0;1;0;0;0;0;0;0;0;0;1;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Única;Não existe;;
202214920;30/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SANTO AMARO;465;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Com defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa contínua;;
202214923;30/06/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;VDO INDEPENDENCIA;;;SANTO AMARO;;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canal;;
202214925;30/06/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;1623;;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;;;;
202214958;01/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;6234;;BOA VIAGEM;;CIDADE;CHOQUE;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6b;60 km/h;Única;Faixa seccionada;;
202214959;01/07/2022;;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;;;PINA;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202214979;01/07/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV DR JAYME DA FONTE;SANTO AMARO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215019;01/07/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;1319;;CORDEIRO;80;CIDADE;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
202215027;01/07/2022;;COM VÍTIMA;FINALIZADA;TORRE;RUA JOSE BONIFACIO;964;RUA DEMOSTENES DE OLINDA;TORRE;576;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Única;Faixa seccionada;;
202215029;01/07/2022;;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV MARTIN LUTHER KING;;;JOANA BEZERRA;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215030;01/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;161;RUA DO ACRE;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;
202215034;01/07/2022;;COM VÍTIMA;FINALIZADA;IBURA;AV SANTA FE;127;AV GUARAPUAVA;IBURA;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;Dupla;Faixa seccionada;;
202215041;01/07/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;PTE JOAQUIM CARDOSO;;RUA FRANCISCO ALVES;SÃO JOSÉ;;SUBURBIO;COLISÃO LATERAL;0;1;0;0;0;0;0;1;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215043;01/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CONS NABUCO;178;RUA EVARISTO DA VEIGA;CASA AMARELA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215045;01/07/2022;;COM VÍTIMA;FINALIZADA;TOTÓ;AV LIBERDADE;37A;;TOTÓ;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa contínua;;
202215054;01/07/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3372;;IPUTINGA;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
202215055;01/07/2022;;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;RUA DONA ELVIRA;;RUA DA CORAGEM;ENCRUZILHADA;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Dupla;Não existe;;
202215056;01/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;;AV DOM JOAO VI;IMBIRIBEIRA;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;Única;Faixa seccionada;;
202215075;02/07/2022;;SEM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;;;DOIS UNIDOS;;;CAPOTAMENTO;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202215092;02/07/2022;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;5705;RUA LAURA BANDEIRA DE MELO;ESTÂNCIA;705;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215122;02/07/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;;VÁRZEA;;CIDADE;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;1;0;Ponte;Nublado;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202215194;03/07/2022;;SEM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;3087;1TR ARNOLDO MAGALHAES;CASA AMARELA;;SUBURBIO;CHOQUE;1;1;0;0;0;0;0;1;0;0;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202215209;04/07/2022;;COM VÍTIMA;FINALIZADA;BONGI;AV GENERAL SAN MARTIN;1083;;BONGI;;SUBURBIO;COLISÃO FRONTAL;1;0;0;0;0;0;1;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
202215222;04/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;AV ARMINDO MOURA;BOA VIAGEM;84;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215227;04/07/2022;;SEM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;;;DOIS UNIDOS;;SUBURBIO;CAPOTAMENTO;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Não existe;Incompleta;Molhada;Perfeito estado;Não existe;;;Dupla;Não existe;;
202215230;04/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;;RUA PAMPULHA;IPSEP;564;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;;Faixa de pedestre;R-4a;40 km/h;Dupla;Faixa contínua;;
202215250;04/07/2022;;COM VÍTIMA;FINALIZADA;GUABIRABA;AV VEREADOR OTACILIO AZEVEDO;30;;GUABIRABA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215292;05/07/2022;;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;484;RUA PROFESSOR JERONIMO GUEIROS;ENCRUZILHADA;;CIDADE;CHOQUE;0;0;0;0;0;0;0;1;0;0;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Outros;Outras;;Dupla;Faixa contínua;;
202215303;05/07/2022;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SANTO AMARO;;CIDADE;;0;1;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Não existe;;
202215304;05/07/2022;;VÍTIMA FATAL;FINALIZADA;IPUTINGA;AV CAXANGA;;;IPUTINGA;269;SUBURBIO;ATROPELAMENTO DE PESSOA;0;0;0;0;1;0;1;0;0;0;1;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;Outros;
202215323;05/07/2022;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;1864;;SAN MARTIN;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
202215325;05/07/2022;;SEM VÍTIMA;FINALIZADA;JAQUEIRA;AV RUI BARBOSA;;;JAQUEIRA;;CIDADE;COLISÃO TRASEIRA;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202215329;05/07/2022;;COM VÍTIMA;CANCELADA;APIPUCOS;RUA DE APIPUCOS;355;;APIPUCOS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215342;05/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4223;;IMBIRIBEIRA;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215349;05/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ITACARI;162;RUA ITAJAI;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRANSVERSAL;2;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Única;Faixa seccionada;;
202215354;05/07/2022;;COM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE MIGUEL ARRAES DE ALENCAR;;AV SANTOS DUMONT;ROSARINHO;81;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
202215360;05/07/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV GENERAL SAN MARTIN;;;CORDEIRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215361;05/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA CARLOS PENA FILHO;1136;RUA SAO MIGUEL;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Incompleta;Molhada;Mal conservada;Não existe;Não há placas;60 km/h;Dupla;Não existe;;
202215368;05/07/2022;;SEM VÍTIMA;FINALIZADA;ESTÂNCIA;AV RECIFE;5630;;ESTÂNCIA;;;COLISÃO TRASEIRA;1;0;0;0;0;0;1;0;0;0;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;50 km/h;Dupla;Faixa contínua;;
202215370;05/07/2022;;COM VÍTIMA;FINALIZADA;PARNAMIRIM;AV DEZESSETE DE AGOSTO;372;AV FLOR DE SANTANA;PARNAMIRIM;614;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202215371;05/07/2022;;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;AV BEBERIBE;ARRUDA;131;CIDADE;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202215373;05/07/2022;;COM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;781;;DOIS UNIDOS;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;1;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215403;06/07/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;AV DR JAYME DA FONTE;SANTO AMARO;49;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa seccionada;;
202215409;06/07/2022;;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA FLORIANO PEIXOTO;;;SANTO ANTÔNIO;;CIDADE;COLISÃO TRASEIRA;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
202215438;06/07/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV MAURICIO DE NASSAU;268;;IPUTINGA;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Outros;;
202215445;06/07/2022;;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;RUA JOAO FERNANDES VIEIRA;BOA VISTA;37;;;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Dupla;Canteiro central;;
202215447;06/07/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;1160;AV RUI BARBOSA;DERBY;37;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Canteiro central;;
202215451;06/07/2022;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DA AURORA;1301;;BOA VISTA;;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202215472;07/07/2022;;SEM VÍTIMA;CANCELADA;CIDADE UNIVERSITÁRIA;AV CAXANGA;;RUA GENERAL POLIDORO;CIDADE UNIVERSITÁRIA;608;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202215475;07/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;RUA CAPITAO ZUZINHA;BOA VIAGEM;433;;COLISÃO COM CICLISTA;0;0;0;1;0;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;;;;
202215483;07/07/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;595;;SÃO JOSÉ;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202215485;07/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;270;;CASA AMARELA;95;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;
